@timestamp,actor,pat_id,action,ip_address,country_code,country_name,city,latitude,longitude,asn,network_carrier,user_agent,token_scope,is_proxy_or_vpn,event_source,ua_family,hour_utc,prev_timestamp,prev_country,prev_city,prev_lat,prev_lon,hours_since_prev,is_eval_period,score,reasons,velocity_kmh,impossible_travel,risk_level,source_timestamp_utc
2026-06-18 13:41:53.301597+00:00,eva.rossi,pat_005_fgp,repo.fetch,177.154.81.224,US,United States,New York,40.73876353376356,-74.01955883251428,AS7018,AT&T US,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,13,,,,,,,False,0,,0.0,False,low,2026-06-18T13:41:53Z
2026-06-18 13:59:49.301597+00:00,felix.tremblay,pat_006_fgp,repo.clone,52.254.177.134,CA,Canada,Montreal,45.50293337054684,-73.54804958763685,AS577,Bell Canada,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,13,,,,,,,False,0,,0.0,False,low,2026-06-18T13:59:49Z
2026-06-18 14:26:36.301597+00:00,charlotte.reid,pat_003_fgp,repo.fetch,155.205.35.37,GB,United Kingdom,London,51.5216581435471,-0.0992913808745188,AS5607,Sky UK,git/2.44.0,"repo:read,user:email",False,github.audit_log,git-cli,14,,,,,,,False,0,,0.0,False,low,2026-06-18T14:26:36Z
2026-06-18 14:52:01.301597+00:00,benoit.dupont,pat_002_fgp,repo.clone,55.135.26.33,FR,France,Lyon,45.77850308341725,4.837265131595872,AS3215,Orange France,git/2.44.0,"repo:read,workflow:read",False,github.audit_log,git-cli,14,,,,,,,False,0,,0.0,False,low,2026-06-18T14:52:01Z
2026-06-18 15:15:15.301597+00:00,eva.rossi,pat_005_fgp,repo.contents.read,14.8.140.138,US,United States,New York,40.74144876089395,-74.03497144414385,AS7018,AT&T US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,user:email",False,github.audit_log,browser,15,2026-06-18 13:41:53.301597+00:00,US,New York,40.73876353376356,-74.01955883251428,1.556111111111111,False,0,,0.0,False,low,2026-06-18T15:15:15Z
2026-06-18 15:33:58.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.contents.read,189.50.116.35,PL,Poland,Warsaw,52.21772882685105,21.02682341849943,AS5617,Orange Polska,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,15,,,,,,,False,0,,0.0,False,low,2026-06-18T15:33:58Z
2026-06-18 16:26:19.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.clone,68.129.156.183,PL,Poland,Warsaw,52.257721466602106,21.02076441867741,AS5617,Orange Polska,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,workflow:read",False,github.audit_log,browser,16,2026-06-18 15:33:58.301597+00:00,PL,Warsaw,52.21772882685105,21.02682341849943,0.8725,False,0,,0.0,False,low,2026-06-18T16:26:19Z
2026-06-18 16:27:51.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.pull_request.read,31.242.59.79,PL,Poland,Warsaw,52.24679259438402,21.01045666717697,AS5617,Orange Polska,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,16,2026-06-18 16:26:19.301597+00:00,PL,Warsaw,52.257721466602106,21.02076441867741,0.025555555555555557,False,0,,0.0,False,low,2026-06-18T16:27:51Z
2026-06-18 16:30:27.301597+00:00,charlotte.reid,pat_003_fgp,repo.clone,208.170.68.12,GB,United Kingdom,London,51.498337942766845,-0.1372871645092179,AS5607,Sky UK,git/2.43.0,"repo:read,workflow:read",False,github.audit_log,git-cli,16,2026-06-18 14:26:36.301597+00:00,GB,London,51.5216581435471,-0.0992913808745188,2.0641666666666665,False,0,,0.0,False,low,2026-06-18T16:30:27Z
2026-06-18 16:33:07.301597+00:00,eva.rossi,pat_005_fgp,repo.contents.read,210.43.124.147,US,United States,New York,40.71406627184581,-73.99488104049233,AS7018,AT&T US,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,16,2026-06-18 15:15:15.301597+00:00,US,New York,40.74144876089395,-74.03497144414385,1.2977777777777777,False,0,,0.0,False,low,2026-06-18T16:33:07Z
2026-06-18 17:24:18.301597+00:00,felix.tremblay,pat_006_fgp,repo.fetch,209.56.186.246,CA,Canada,Montreal,45.476251896363614,-73.55512771942232,AS577,Bell Canada,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,user:email",False,github.audit_log,browser,17,2026-06-18 13:59:49.301597+00:00,CA,Montreal,45.50293337054684,-73.54804958763685,3.4080555555555554,False,0,,0.0,False,low,2026-06-18T17:24:18Z
2026-06-18 18:10:30.301597+00:00,han.lee,pat_008_fgp,repo.contents.read,223.115.188.194,SG,Singapore,Singapore,1.357403120410419,103.83410700194987,AS3758,Singtel,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,18,,,,,,,False,0,,0.0,False,low,2026-06-18T18:10:30Z
2026-06-18 18:13:20.301597+00:00,felix.tremblay,pat_006_fgp,repo.fetch,217.66.174.184,CA,Canada,Montreal,45.48254759235923,-73.54925453332471,AS577,Bell Canada,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,18,2026-06-18 17:24:18.301597+00:00,CA,Montreal,45.476251896363614,-73.55512771942232,0.8172222222222222,False,0,,0.0,False,low,2026-06-18T18:13:20Z
2026-06-18 18:22:34.301597+00:00,han.lee,pat_008_fgp,repo.contents.read,49.46.38.186,SG,Singapore,Singapore,1.365514574906807,103.8440867630374,AS3758,Singtel,git/2.43.0,"repo:read,workflow:read",False,github.audit_log,git-cli,18,2026-06-18 18:10:30.301597+00:00,SG,Singapore,1.357403120410419,103.83410700194987,0.2011111111111111,False,0,,0.0,False,low,2026-06-18T18:22:34Z
2026-06-18 18:49:03.301597+00:00,felix.tremblay,pat_006_fgp,repo.clone,96.0.192.218,CA,Canada,Montreal,45.51618495961154,-73.57894936174873,AS577,Bell Canada,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,18,2026-06-18 18:13:20.301597+00:00,CA,Montreal,45.48254759235923,-73.54925453332471,0.5952777777777778,False,0,,0.0,False,low,2026-06-18T18:49:03Z
2026-06-18 19:38:44.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.fetch,157.109.113.166,PL,Poland,Warsaw,52.21320672245519,20.99460385916937,AS5617,Orange Polska,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,user:email",False,github.audit_log,browser,19,2026-06-18 16:27:51.301597+00:00,PL,Warsaw,52.24679259438402,21.01045666717697,3.181388888888889,False,0,,0.0,False,low,2026-06-18T19:38:44Z
2026-06-18 19:46:35.301597+00:00,alice.martin,pat_001_fgp,repo.pull_request.read,57.249.108.91,FR,France,Paris,48.874469941409686,2.342620330589857,AS3215,Orange France,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,19,,,,,,,False,0,,0.0,False,low,2026-06-18T19:46:35Z
2026-06-18 20:28:45.301597+00:00,alice.martin,pat_001_fgp,repo.clone,95.36.121.72,FR,France,Paris,48.86673866669778,2.335054208442226,AS3215,Orange France,git/2.43.0,"repo:read,workflow:read",False,github.audit_log,git-cli,20,2026-06-18 19:46:35.301597+00:00,FR,Paris,48.874469941409686,2.342620330589857,0.7027777777777777,False,0,,0.0,False,low,2026-06-18T20:28:45Z
2026-06-18 20:56:53.301597+00:00,alice.martin,pat_001_fgp,repo.contents.read,95.142.35.248,FR,France,Paris,48.87299959824642,2.343268767744965,AS3215,Orange France,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,workflow:read",False,github.audit_log,browser,20,2026-06-18 20:28:45.301597+00:00,FR,Paris,48.86673866669778,2.335054208442226,0.4688888888888889,False,0,,0.0,False,low,2026-06-18T20:56:53Z
2026-06-18 21:31:16.301597+00:00,eva.rossi,pat_005_fgp,repo.contents.read,86.78.100.85,US,United States,New York,40.6966011175602,-74.00181262923776,AS7018,AT&T US,git/2.43.0,"repo:read,workflow:read",False,github.audit_log,git-cli,21,2026-06-18 16:33:07.301597+00:00,US,New York,40.71406627184581,-73.99488104049233,4.969166666666666,False,0,,0.0,False,low,2026-06-18T21:31:16Z
2026-06-18 22:26:18.301597+00:00,alice.martin,pat_001_fgp,repo.pull_request.read,20.55.222.89,FR,France,Paris,48.870312703639165,2.3410206388516994,AS3215,Orange France,git/2.44.0,"repo:read,workflow:read",False,github.audit_log,git-cli,22,2026-06-18 20:56:53.301597+00:00,FR,Paris,48.87299959824642,2.343268767744965,1.4902777777777778,False,0,,0.0,False,low,2026-06-18T22:26:18Z
2026-06-19 14:21:02.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.fetch,59.209.135.170,PL,Poland,Warsaw,52.21659138440672,20.996452897096837,AS5617,Orange Polska,git/2.44.0,"repo:read,workflow:read",False,github.audit_log,git-cli,14,2026-06-18 19:38:44.301597+00:00,PL,Warsaw,52.21320672245519,20.99460385916937,18.705,False,0,,0.0,False,low,2026-06-19T14:21:02Z
2026-06-19 14:25:37.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.contents.read,137.193.179.140,PL,Poland,Warsaw,52.22222085422043,21.031928418653976,AS5617,Orange Polska,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,14,2026-06-19 14:21:02.301597+00:00,PL,Warsaw,52.21659138440672,20.996452897096837,0.0763888888888889,False,0,,0.0,False,low,2026-06-19T14:25:37Z
2026-06-19 15:23:13.301597+00:00,benoit.dupont,pat_002_fgp,repo.pull_request.read,36.225.51.135,FR,France,Lyon,45.78862650066179,4.806620855874916,AS3215,Orange France,git/2.43.0,"repo:read,workflow:read",False,github.audit_log,git-cli,15,2026-06-18 14:52:01.301597+00:00,FR,Lyon,45.77850308341725,4.837265131595872,24.52,False,0,,0.0,False,low,2026-06-19T15:23:13Z
2026-06-19 15:33:26.301597+00:00,daniel.kelly,pat_004_fgp,repo.clone,99.226.131.192,IE,Ireland,Dublin,53.34854475578099,-6.278175919567964,AS15502,Vodafone Ireland,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,15,,,,,,,False,0,,0.0,False,low,2026-06-19T15:33:26Z
2026-06-19 15:40:09.301597+00:00,daniel.kelly,pat_004_fgp,repo.fetch,149.111.28.36,IE,Ireland,Dublin,53.35003375093646,-6.272944192918765,AS15502,Vodafone Ireland,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,15,2026-06-19 15:33:26.301597+00:00,IE,Dublin,53.34854475578099,-6.278175919567964,0.11194444444444444,False,0,,0.0,False,low,2026-06-19T15:40:09Z
2026-06-19 16:16:49.301597+00:00,daniel.kelly,pat_004_fgp,repo.pull_request.read,216.242.233.39,IE,Ireland,Dublin,53.35617563134423,-6.259369656071165,AS15502,Vodafone Ireland,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,16,2026-06-19 15:40:09.301597+00:00,IE,Dublin,53.35003375093646,-6.272944192918765,0.6111111111111112,False,0,,0.0,False,low,2026-06-19T16:16:49Z
2026-06-19 16:21:08.301597+00:00,eva.rossi,pat_005_fgp,repo.fetch,30.174.203.249,US,United States,New York,40.72921329496788,-74.03422246046328,AS7018,AT&T US,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,16,2026-06-18 21:31:16.301597+00:00,US,New York,40.6966011175602,-74.00181262923776,18.83111111111111,False,0,,0.0,False,low,2026-06-19T16:21:08Z
2026-06-19 16:26:31.301597+00:00,han.lee,pat_008_fgp,repo.pull_request.read,153.36.116.234,SG,Singapore,Singapore,1.3376188775394706,103.81308195621868,AS3758,Singtel,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,workflow:read",False,github.audit_log,browser,16,2026-06-18 18:22:34.301597+00:00,SG,Singapore,1.365514574906807,103.8440867630374,22.065833333333334,False,0,,0.0,False,low,2026-06-19T16:26:31Z
2026-06-19 16:43:44.301597+00:00,grzegorz.nowak,pat_007_fgp,repo.pull_request.read,191.101.140.95,PL,Poland,Warsaw,52.24911037750135,21.01250758249623,AS5617,Orange Polska,git/2.44.0,"repo:read,user:email",False,github.audit_log,git-cli,16,2026-06-19 14:25:37.301597+00:00,PL,Warsaw,52.22222085422043,21.031928418653976,2.3019444444444446,False,0,,0.0,False,low,2026-06-19T16:43:44Z
2026-06-19 17:35:06.301597+00:00,alice.martin,pat_001_fgp,repo.pull_request.read,27.108.161.55,FR,France,Paris,48.86592631991769,2.34593791406364,AS3215,Orange France,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,user:email",False,github.audit_log,browser,17,2026-06-18 22:26:18.301597+00:00,FR,Paris,48.870312703639165,2.3410206388516994,19.14666666666667,False,0,,0.0,False,low,2026-06-19T17:35:06Z
2026-06-19 18:25:31.301597+00:00,alice.martin,pat_001_fgp,repo.contents.read,163.32.197.98,FR,France,Paris,48.86235330570167,2.350282993267081,AS3215,Orange France,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,18,2026-06-19 17:35:06.301597+00:00,FR,Paris,48.86592631991769,2.34593791406364,0.8402777777777778,False,0,,0.0,False,low,2026-06-19T18:25:31Z
2026-06-19 18:27:58.301597+00:00,benoit.dupont,pat_002_fgp,repo.fetch,84.224.248.32,FR,France,Lyon,45.735732166546505,4.843501336620244,AS3215,Orange France,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,18,2026-06-19 15:23:13.301597+00:00,FR,Lyon,45.78862650066179,4.806620855874916,3.0791666666666666,False,0,,0.0,False,low,2026-06-19T18:27:58Z
2026-06-19 19:02:33.301597+00:00,benoit.dupont,pat_002_fgp,repo.pull_request.read,123.63.239.177,FR,France,Lyon,45.75224547143269,4.829850511149768,AS3215,Orange France,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,19,2026-06-19 18:27:58.301597+00:00,FR,Lyon,45.735732166546505,4.843501336620244,0.5763888888888888,False,0,,0.0,False,low,2026-06-19T19:02:33Z
2026-06-19 19:04:40.301597+00:00,daniel.kelly,pat_004_fgp,repo.clone,72.105.34.26,IE,Ireland,Dublin,53.355436648848766,-6.263513536025084,AS15502,Vodafone Ireland,git/2.44.0,"repo:read,user:email",False,github.audit_log,git-cli,19,2026-06-19 16:16:49.301597+00:00,IE,Dublin,53.35617563134423,-6.259369656071165,2.7975,False,0,,0.0,False,low,2026-06-19T19:04:40Z
2026-06-19 19:31:43.301597+00:00,alice.martin,pat_001_fgp,repo.clone,96.66.134.42,FR,France,Paris,48.87107385450088,2.3553008252675838,AS3215,Orange France,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0.0.0 Safari/537.36,"repo:read,user:email",False,github.audit_log,browser,19,2026-06-19 18:25:31.301597+00:00,FR,Paris,48.86235330570167,2.350282993267081,1.1033333333333333,False,0,,0.0,False,low,2026-06-19T19:31:43Z
2026-06-19 20:15:26.301597+00:00,han.lee,pat_008_fgp,repo.fetch,182.173.48.111,SG,Singapore,Singapore,1.361802795770758,103.80471461969104,AS3758,Singtel,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,20,2026-06-19 16:26:31.301597+00:00,SG,Singapore,1.3376188775394706,103.81308195621868,3.8152777777777778,False,0,,0.0,False,low,2026-06-19T20:15:26Z
2026-06-19 21:13:35.301597+00:00,alice.martin,pat_001_fgp,repo.fetch,25.41.95.18,FR,France,Paris,48.862302106387,2.362712753216245,AS3215,Orange France,git/2.43.0,"repo:read,workflow:read",False,github.audit_log,git-cli,21,2026-06-19 19:31:43.301597+00:00,FR,Paris,48.87107385450088,2.3553008252675838,1.6977777777777778,False,0,,0.0,False,low,2026-06-19T21:13:35Z
2026-06-20 13:24:44.301597+00:00,eva.rossi,pat_005_fgp,repo.contents.read,171.156.119.110,US,United States,New York,40.72212911370301,-73.99377811761416,AS7018,AT&T US,git/2.44.0,"repo:read,user:email",False,github.audit_log,git-cli,13,2026-06-19 16:21:08.301597+00:00,US,New York,40.72921329496788,-74.03422246046328,21.06,False,0,,0.0,False,low,2026-06-20T13:24:44Z
2026-06-20 14:05:15.301597+00:00,eva.rossi,pat_005_fgp,repo.contents.read,66.219.108.127,US,United States,New York,40.69891221029887,-73.98629938297707,AS7018,AT&T US,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,14,2026-06-20 13:24:44.301597+00:00,US,New York,40.72212911370301,-73.99377811761416,0.6752777777777778,False,0,,0.0,False,low,2026-06-20T14:05:15Z
2026-06-20 14:48:04.301597+00:00,charlotte.reid,pat_003_fgp,repo.clone,145.10.199.224,GB,United Kingdom,London,51.50540810468951,-0.1194597525118821,AS5607,Sky UK,GitHub CLI 2.52.0,"repo:read,workflow:read",False,github.audit_log,other,14,2026-06-18 16:30:27.301597+00:00,GB,London,51.498337942766845,-0.1372871645092179,46.29361111111111,False,0,,0.0,False,low,2026-06-20T14:48:04Z
2026-06-20 15:48:49.301597+00:00,daniel.kelly,pat_004_fgp,repo.pull_request.read,41.91.201.136,IE,Ireland,Dublin,53.32744082523936,-6.23157653737842,AS15502,Vodafone Ireland,git/2.44.0,"repo:read,user:email",False,github.audit_log,git-cli,15,2026-06-19 19:04:40.301597+00:00,IE,Dublin,53.355436648848766,-6.263513536025084,20.735833333333332,False,0,,0.0,False,low,2026-06-20T15:48:49Z
2026-06-20 16:21:42.301597+00:00,eva.rossi,pat_005_fgp,repo.pull_request.read,176.55.84.239,US,United States,New York,40.741834028235296,-74.02136522320689,AS7018,AT&T US,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,16,2026-06-20 14:05:15.301597+00:00,US,New York,40.69891221029887,-73.98629938297707,2.2741666666666664,False,0,,0.0,False,low,2026-06-20T16:21:42Z
2026-06-20 16:37:00.301597+00:00,charlotte.reid,pat_003_fgp,repo.contents.read,44.43.158.144,GB,United Kingdom,London,51.49980075836338,-0.1101002825281873,AS5607,Sky UK,git/2.43.0,"repo:read,user:email",False,github.audit_log,git-cli,16,2026-06-20 14:48:04.301597+00:00,GB,London,51.50540810468951,-0.1194597525118821,1.8155555555555556,False,0,,0.0,False,low,2026-06-20T16:37:00Z
2026-06-20 16:42:18.301597+00:00,charlotte.reid,pat_003_fgp,repo.contents.read,145.40.202.223,GB,United Kingdom,London,51.49581647371015,-0.1372292031310921,AS5607,Sky UK,GitHub CLI 2.52.0,"repo:read,user:email",False,github.audit_log,other,16,2026-06-20 16:37:00.301597+00:00,GB,London,51.49980075836338,-0.1101002825281873,0.08833333333333333,False,0,,0.0,False,low,2026-06-20T16:42:18Z
